"","state","FIPS","year","gun_deaths","cdc_population","gun_death_rate","household_firearm_ownership","universal_background_check","permit_required","firearm_laws"
"1","Alabama",1,1999,736,4430141,16.6,0.537,0,0,0
"2","Alabama",1,2000,730,4447100,16.4,0.538,0,0,0
"3","Alabama",1,2001,696,4467634,15.6,0.522,0,0,0
"4","Alabama",1,2002,679,4480089,15.2,0.553,0,0,0
"5","Alabama",1,2003,726,4503491,16.1,0.504,0,0,0
"6","Alabama",1,2004,646,4530729,14.3,0.516,0,0,0
"7","Alabama",1,2005,694,4569805,15.2,0.485,0,0,0
"8","Alabama",1,2006,741,4628981,16,0.468,0,0,0
"9","Alabama",1,2007,787,4672840,16.8,0.481,0,0,0
"10","Alabama",1,2008,787,4718206,16.7,0.503,0,0,0
"11","Alabama",1,2009,801,4757938,16.8,0.482,0,0,0
"12","Alabama",1,2010,746,4779736,15.6,0.456,0,0,0
"13","Alabama",1,2011,759,4802740,15.8,0.513,0,0,0
"14","Alabama",1,2012,815,4822023,16.9,0.543,0,0,0
"15","Alabama",1,2013,828,4833722,17.1,0.516,0,0,0
"16","Alabama",1,2014,780,4849377,16.1,0.51,0,0,0
"17","Alabama",1,2015,933,4858979,19.2,0.495,0,0,0
"18","Alabama",1,2016,1013,4863300,20.8,0.528,0,0,0
"19","Alaska",2,1999,84,624779,13.4,0.571,0,0,0
"20","Alaska",2,2000,113,626932,18,0.601,0,0,0
"21","Alaska",2,2001,94,633714,14.8,0.61,0,0,0
"22","Alaska",2,2002,124,642337,19.3,0.614,0,0,0
"23","Alaska",2,2003,117,648414,18,0.587,0,0,0
"24","Alaska",2,2004,116,659286,17.6,0.58,0,0,0
"25","Alaska",2,2005,114,666946,17.1,0.609,0,0,0
"26","Alaska",2,2006,107,675302,15.8,0.551,0,0,0
"27","Alaska",2,2007,120,680300,17.6,0.577,0,0,0
"28","Alaska",2,2008,134,687455,19.5,0.613,0,0,0
"29","Alaska",2,2009,102,698895,14.6,0.543,0,0,0
"30","Alaska",2,2010,141,710231,19.9,0.611,0,0,0
"31","Alaska",2,2011,124,722718,17.2,0.627,0,0,0
"32","Alaska",2,2012,123,731449,16.8,0.607,0,0,0
"33","Alaska",2,2013,142,735132,19.3,0.576,0,0,0
"34","Alaska",2,2014,142,736732,19.3,0.618,0,0,0
"35","Alaska",2,2015,170,738432,23,0.551,0,0,0
"36","Alaska",2,2016,166,741894,22.4,0.572,0,0,0
"37","Arizona",4,1999,788,5023823,15.7,0.409,0,0,0
"38","Arizona",4,2000,774,5130632,15.1,0.427,0,0,0
"39","Arizona",4,2001,813,5273477,15.4,0.35,0,0,0
"40","Arizona",4,2002,928,5396255,17.2,0.381,0,0,0
"41","Arizona",4,2003,825,5510364,15,0.393,0,0,0
"42","Arizona",4,2004,865,5652404,15.3,0.368,0,0,0
"43","Arizona",4,2005,912,5839077,15.6,0.373,0,0,0
"44","Arizona",4,2006,964,6029141,16,0.385,0,0,0
"45","Arizona",4,2007,923,6167681,15,0.38,0,0,0
"46","Arizona",4,2008,887,6280362,14.1,0.382,0,0,0
"47","Arizona",4,2009,842,6343154,13.3,0.396,0,0,0
"48","Arizona",4,2010,907,6392017,14.2,0.346,0,0,0
"49","Arizona",4,2011,945,6482505,14.6,0.329,0,0,0
"50","Arizona",4,2012,928,6553255,14.2,0.415,0,0,0
"51","Arizona",4,2013,921,6626624,13.9,0.366,0,0,0
"52","Arizona",4,2014,907,6731484,13.5,0.385,0,0,0
"53","Arizona",4,2015,953,6828065,14,0.36,0,0,0
"54","Arizona",4,2016,1073,6931071,15.5,0.36,0,0,0
"55","Arkansas",5,1999,359,2651860,13.5,0.555,0,0,0
"56","Arkansas",5,2000,393,2673400,14.7,0.542,0,0,0
"57","Arkansas",5,2001,387,2691571,14.4,0.537,0,0,0
"58","Arkansas",5,2002,416,2705927,15.4,0.56,0,0,0
"59","Arkansas",5,2003,386,2724816,14.2,0.516,0,0,0
"60","Arkansas",5,2004,384,2749686,14,0.544,0,0,0
"61","Arkansas",5,2005,423,2781097,15.2,0.499,0,0,0
"62","Arkansas",5,2006,412,2821761,14.6,0.481,0,0,0
"63","Arkansas",5,2007,402,2848650,14.1,0.507,0,0,0
"64","Arkansas",5,2008,427,2874554,14.9,0.508,0,0,0
"65","Arkansas",5,2009,449,2896843,15.5,0.493,0,0,0
"66","Arkansas",5,2010,403,2915918,13.8,0.493,0,0,0
"67","Arkansas",5,2011,447,2937979,15.2,0.527,0,0,0
"68","Arkansas",5,2012,475,2949131,16.1,0.544,0,0,0
"69","Arkansas",5,2013,484,2959373,16.4,0.5,0,0,0
"70","Arkansas",5,2014,489,2966369,16.5,0.493,0,0,0
"71","Arkansas",5,2015,500,2978204,16.8,0.462,0,0,0
"72","Arkansas",5,2016,524,2988248,17.5,0.518,0,0,0
"73","California",6,1999,2943,33499204,8.8,0.271,1,1,1
"74","California",6,2000,2980,33871648,8.8,0.274,1,1,1
"75","California",6,2001,3045,34479458,8.8,0.229,1,1,1
"76","California",6,2002,3316,34871843,9.5,0.228,1,1,1
"77","California",6,2003,3320,35253159,9.4,0.198,1,1,1
"78","California",6,2004,3190,35574576,9,0.203,1,1,1
"79","California",6,2005,3222,35827943,9,0.209,1,1,1
"80","California",6,2006,3208,36021202,8.9,0.202,1,1,1
"81","California",6,2007,3145,36250311,8.7,0.185,1,1,1
"82","California",6,2008,3064,36604337,8.4,0.175,1,1,1
"83","California",6,2009,2996,36961229,8.1,0.196,1,1,1
